NA,NA
NA,NA
61.290556,-149.607222
NA,NA
64.802778,-147.772222
NA,NA
55.404167,-131.729167
55.357139,-131.696269
55.357417,-131.696147
57.793677,-152.395976
NA,NA
NA,NA
33.56929,-86.5213
NA,NA
33.516667,-86.75
30.26529,-86.4749
32.9014,-85.9514
32.908333,-85.894444
NA,NA
33.5941,-86.7719
33.3539,-86.4617
NA,NA
31.345556,-86.454167
34.33778,-86.560833
32.438711,-87.438733
32.413512,-87.473396
33.216389,-85.769167
31.105642,-87.486842
30.818056,-86.959167
NA,NA
NA,NA
30.443274,-87.773682
NA,NA
33.4975,-86.845833
33.498889,-86.843889
33.50455,-86.83307
33.49899,-86.8468
NA,NA
32.19405,-86.1634
30.869167,-87.823056
NA,NA
32.930278,-86.740278
31.826417,-86.592444
NA,NA
34.704783,-87.228122
34.740944,-86.632483
NA,NA
34.050472,-87.944444
34.050472,-87.944444
34.275833,-86.336944
NA,NA
NA,NA
NA,NA
34.163333,-87.391111
34.880833,-85.775
32.428333,-86.306944
NA,NA
30.7784,-88.1673
NA,NA
NA,NA
NA,NA
NA,NA
31.703608,-85.837989
31.07729,-85.94754
34.052222,-87.565833
33.680833,-85.926111
33.09425,-87.564389
NA,NA
NA,NA
31.046,-88.027664
31.03389,-88.0133
NA,NA
32.791667,-88.3125
32.79169,-88.3072
NA,NA
32.030778,-88.270994
30.968708,-88.262464
32.411831,-86.331206
31.059444,-88.227778
NA,NA
33.981647,-85.949061
31.825507,-86.596944
31.260278,-86.276389
32.423958,-86.430783
31.787778,-85.994444
31.7893,-86.0004
31.706778,-86.730111
31.507486,-86.001292
NA,NA
NA,NA
34.027658,-86.902256
33.150833,-87.521389
30.61622,-88.27751
NA,NA
NA,NA
34.629461,-87.098625
37.020556,-82.638889
NA,NA
31.238611,-85.356667
NA,NA
NA,NA
32.638086,-85.404165
NA,NA
NA,NA
33.59,-86.610556
34.27641,-86.337584
34.071944,-86.107222
NA,NA
33.660833,-87.881111
33.626833,-87.002083
34.806122,-87.714839
34.436718,-85.740284
34.484167,-87.83525
34.484194,-87.83525
33.609167,-86.845556
33.61728,-86.8001
NA,NA
NA,NA
33.357439,-86.330667
NA,NA
34.084361,-86.024278
34.04999,-86.1228
NA,NA
NA,NA
32.847222,-87.859722
30.281806,-87.718611
34.296667,-86.355278
30.7237,-88.237692
32.745833,-87.59
31.486792,-87.375758
31.4875,-87.376389
NA,NA
NA,NA
34.41016,-86.3636
34.245278,-87.183611
NA,NA
33.676389,-85.874444
NA,NA
30.38559,-88.0358
30.764444,-88.174444
30.563889,-88.197222
31.494178,-87.865006
NA,NA
33.853889,-87.311389
33.855419,-87.358953
33.51189,-87.1825
NA,NA
31.017314,-87.111083
NA,NA
NA,NA
33.70848,-86.86462
33.716389,-86.836389
33.708056,-86.710556
33.558889,-86.505
34.558833,-87.326472
33.996894,-87.848539
30.769722,-88.165556
31.486667,-87.933611
31.488333,-87.939167
33.07858,-86.067222
NA,NA
NA,NA
32.407778,-86.320833
NA,NA
32.25105,-86.1947
32.353356,-86.358258
32.35379,-86.3584
NA,NA
32.386433,-86.301425
33.892222,-86.717778
NA,NA
33.577222,-86.816944
NA,NA
NA,NA
33.39255,-85.4924
33.193886,-87.620925
32.543333,-86.918056
NA,NA
32.376667,-85.063889
33.890408,-85.691837
31.782224,-86.007259
32.410833,-85.030833
NA,NA
NA,NA
33.710769,-87.050519
33.741,-87.072
33.255,-85.466111
33.260278,-85.466111
33.253028,-85.462278
31.331111,-85.518889
32.384722,-86.301389
NA,NA
NA,NA
NA,NA
32.653333,-85.262778
32.653333,-85.262222
32.39119,-85.1536
NA,NA
NA,NA
34.345556,-85.849722
34.697017,-85.985681
NA,NA
34.7554,-85.9175
34.755444,-85.917472
32.30457,-87.71289
33.174444,-86.689167
34.692333,-87.661722
NA,NA
NA,NA
NA,NA
34.684953,-86.592178
34.41005,-86.3534
31.25607,-85.62114
NA,NA
32.00941,-85.99823
NA,NA
NA,NA
32.515994,-85.828909
33.556389,-87.019444
33.580794,-86.098558
34.423333,-88.118833
31.900833,-87.714444
NA,NA
NA,NA
33.995278,-85.726389
33.59549,-85.433
NA,NA
NA,NA
31.2525,-87.189722
31.25569,-87.1921
33.708056,-86.710556
31.147121,-88.171016
31.15666,-88.16163
NA,NA
34.876417,-87.706397
NA,NA
NA,NA
33.304,-86.4869
NA,NA
30.42419,-88.0588
NA,NA
NA,NA
33.683,-86.251
33.67132,-86.25799
33.228,-87.475
33.5809,-86.1026
NA,NA
NA,NA
33.61,-86.51
32.428333,-86.336667
33.862056,-87.387722
31.519722,-88.295556
33.188825,-87.567428
32.629042,-85.374386
33.363375,-86.336217
33.5301,-88.0264
34.177833,-87.608767
34.113889,-93.034056
NA,NA
NA,NA
NA,NA
33.699806,-94.416056
33.69528,-94.423
NA,NA
34.702778,-92.325
34.68846,-92.2995
NA,NA
NA,NA
34.561111,-92.482556
NA,NA
NA,NA
34.712111,-92.330722
35.916583,-89.909778
36.185472,-94.298111
NA,NA
33.613889,-92.415
34.8136,-92.1733
NA,NA
NA,NA
36.2795,-91.637722
33.470056,-91.335
34.595,-91.563333
34.595,-91.563333
NA,NA
33.202278,-92.626722
33.20586,-92.631
NA,NA
34.93,-92.441667
34.93,-92.441667
NA,NA
NA,NA
35.051667,-92.261972
35.11104,-92.5114
35.719444,-90.694167
NA,NA
NA,NA
35.133111,-90.255889
33.853444,-92.514083
35.160833,-93.1125
33.751583,-91.446944
35.9375,-93.963056
NA,NA
36.230833,-94.491111
34.126944,-92.901667
34.126944,-92.901667
NA,NA
NA,NA
34.528111,-93.089917
36.121444,-94.262417
35.498889,-92.04
35.486389,91.999722
35.486444,-91.999917
35.486472,-91.999917
34.56725,-90.629028
36.398639,-92.219778
35.513778,-91.950028
NA,NA
NA,NA
34.346694,-92.190861
34.34675,-92.184083
35.388333,-94.206667
35.391111,-94.223333
NA,NA
NA,NA
34.649167,-92.301639
34.649167,-92.301778
34.64915,-92.3019
34.516389,-92.163889
36.247917,-92.923806
36.2325,-93.091306
NA,NA
33.61461,-92.6054
35.610139,-91.280944
36.090833,-90.454167
35.690278,-89.97
NA,NA
35.089833,-93.209222
35.08925,-93.209194
NA,NA
34.99969,-92.796595
NA,NA
